kw1	kw2	inv_edge_weight	pg	iteration	R1C1	edge_weight	crit_p
hepatitis/diagnostic imaging	pancreatitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
hepatitis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	myocarditis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
pancreatitis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
myocarditis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
myocarditis/diagnostic imaging	encephalitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
myocarditis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
encephalitis/diagnostic imaging	sarcoidosis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
encephalitis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
sarcoidosis/diagnostic imaging	colitis/diagnostic imaging	0.8301902991225216	9.983374127386924e-10	0	1	0.010752688172043	7.743202371973273e-09
